ID,user_id,amount,timestamp,payment_method,is_fraud,first_name,last_name,email,account_created,national_id,internal_notes,location.city,location.country
TXN00013,CUST0025,7922.92,19/11/2023 09:00:00,cash,0.00,lebohang,mabaso,l****@example.co.za,08/02/2021 06:00:00,716XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00014,CUST0013,1192.02,06/11/2024 10:00:00,cash,0.00,mpho,ndlovu,m****@example.co.za,10/09/2020 13:00:00,348XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00015,CUST0020,1532.44,16/07/2024 20:00:00,bank_transfer,0.00,kgomotso,msimang,k****@example.co.za,22/07/2023 06:46:00,727XXXXXXXXXXXXXXXXX,note_XX,Kimberley,South Africa
TXN00016,CUST0026,1465.25,28/03/2025 17:00:00,card,0.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00017,CUST0005,7936.65,03/02/2025 02:00:00,bank_transfer,0.00,mpho,ntuli,m****@example.co.za,09/01/2023 12:00:00,048XXXXXXXXXXXXXXXXX,note_X,Nelspruit,South Africa
TXN00018,CUST0014,1287.32,10/05/2023 17:00:00,bank_transfer,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00019,CUST0022,4054.96,11/09/2023 15:00:00,bank_transfer,0.00,lindiwe,ntuli,l****@example.co.za,30/10/2024 01:22:00,656XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00020,CUST0016,5422.82,21/02/2025 02:00:00,mobile_payment,0.00,lebohang,zwane,l****@example.co.za,22/11/2023 06:00:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00021,CUST0002,6000.46,02/10/2024 16:00:00,mobile_payment,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00022,CUST0023,3257.10,19/02/2024 23:00:00,bank_transfer,0.00,zanele,pule,z****@example.co.za,18/03/2023 23:49:00,417XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00023,CUST0000,958.70,30/04/2025 04:00:00,card,0.00,kabelo,dlamini,k****@example.co.za,20/02/2023 13:00:00,332XXXXXXXXXXXXXXXXX,note_X,Port Elizabeth,South Africa
TXN00024,CUST0024,6739.20,29/02/2024 02:00:00,bank_transfer,0.00,bongani,ngcobo,b****@example.co.za,15/09/2020 01:00:00,124XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00025,CUST0018,,24/04/2024 02:00:00,cash,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00026,CUST0015,5213.69,28/03/2024 14:00:00,mobile_payment,0.00,sipho,ngcobo,s****@example.co.za,31/01/2025 11:00:00,634XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00027,CUST0029,2817.66,17/03/2024 09:00:00,mobile_payment,0.00,palesa,mthembu,p****@example.co.za,17/08/2020 03:45:00,947XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00028,CUST0020,8151.74,14/12/2024 08:00:00,card,0.00,kgomotso,msimang,k****@example.co.za,22/07/2023 06:46:00,727XXXXXXXXXXXXXXXXX,note_XX,Kimberley,South Africa
TXN00029,CUST0015,3512.21,10/05/2023 12:00:00,bank_transfer,0.00,sipho,ngcobo,s****@example.co.za,31/01/2025 11:00:00,634XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00030,CUST0010,6717.83,11/07/2024 06:00:00,cash,0.00,themba,cele,t****@example.co.za,29/12/2022 16:00:00,430XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00031,CUST0010,4145.87,02/11/2024 02:00:00,mobile_payment,0.00,themba,cele,t****@example.co.za,29/12/2022 16:00:00,430XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00032,CUST0009,6642.71,16/11/2024 08:00:00,mobile_payment,0.00,naledi,nkosi,n****@example.co.za,24/07/2022 03:00:00,108XXXXXXXXXXXXXXXXX,note_X,Kimberley,South Africa
TXN00033,CUST0026,7616.97,16/12/2023 06:00:00,card,1.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00034,CUST0014,926.19,11/03/2024 04:00:00,bank_transfer,1.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00035,CUST0010,1203.42,14/06/2023 02:00:00,mobile_payment,0.00,themba,cele,t****@example.co.za,29/12/2022 16:00:00,430XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00036,CUST0027,5170.23,07/08/2023 07:00:00,card,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00037,CUST0021,8700.21,25/09/2023 11:00:00,mobile_payment,0.00,nomsa,nkosi,n****@example.co.za,24/09/2024 13:00:00,587XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00038,CUST0013,589.33,08/12/2023 04:00:00,bank_transfer,0.00,mpho,ndlovu,m****@example.co.za,10/09/2020 13:00:00,348XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00039,CUST0019,7576.61,20/12/2023 12:00:00,mobile_payment,0.00,jabu,gumede,j****@example.co.za,07/08/2020 02:00:00,367XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00040,CUST0024,563.54,23/01/2024 05:00:00,bank_transfer,0.00,bongani,ngcobo,b****@example.co.za,15/09/2020 01:00:00,124XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00041,CUST0017,1353.58,09/01/2023 02:00:00,bank_transfer,0.00,themba,ndlovu,t****@example.co.za,02/04/2024 16:00:00,159XXXXXXXXXXXXXXXXX,,Polokwane,South Africa
TXN00042,CUST0014,8814.42,21/05/2023 04:00:00,mobile_payment,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00043,cust0003,337.25,08/02/2024 03:00:00,cash,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00043,cust0003,337.25,08/02/2024 03:00:00,cash,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00044,CUST0022,1625.86,01/04/2024 10:00:00,card,0.00,lindiwe,ntuli,l****@example.co.za,30/10/2024 01:22:00,656XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00045,CUST0017,4109.51,31/10/2023 06:00:00,cash,0.00,themba,ndlovu,t****@example.co.za,02/04/2024 16:00:00,159XXXXXXXXXXXXXXXXX,,Polokwane,South Africa
TXN00046,CUST0026,9133.65,02/12/2024 02:00:00,mobile_payment,0.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00047,cust0003,1218.79,17/07/2024 12:00:00,cash,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00047,cust0003,1218.79,17/07/2024 12:00:00,cash,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00048,CUST0015,9329.90,15/01/2024 16:00:00,bank_transfer,0.00,sipho,ngcobo,s****@example.co.za,31/01/2025 11:00:00,634XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00049,CUST0016,7068.85,01/05/2025 08:00:00,mobile_payment,0.00,lebohang,zwane,l****@example.co.za,22/11/2023 06:00:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00050,CUST0026,9999999.00,22/02/2024 18:00:00,mobile_payment,1.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00051,CUST0007,-2000.00,08/04/2024 06:00:00,cash,0.00,lebohang,gumede,l****@example.co.za,,315XXXXXXXXXXXXXXXXX,,Pretoria,South Africa
TXN00052,CUST0012,1946.57,02/11/2024 19:46:28,cash,1.00,jabu,maponya,j****@example.co.za,07/07/2023 14:00:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00053,CUST0027,744.61,30/06/2023 07:00:00,mobile_payment,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00054,CUST0010,9345.77,17/09/2024 10:00:00,bank_transfer,0.00,themba,cele,t****@example.co.za,29/12/2022 16:00:00,430XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00055,CUST0026,75.52,29/09/2024 00:00:00,bank_transfer,1.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00056,CUST0026,5890.03,01/11/2025 02:00:00,mobile_payment,0.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00057,CUST0027,1528.52,30/12/2023 05:00:00,mobile_payment,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00058,CUST0011,3357.78,19/11/2024 01:00:00,mobile_payment,0.00,nokuthula,mahlangu,n****@example.co.za,21/03/2024 07:00:00,091XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00059,CUST0014,9331.88,16/05/2024 02:00:00,cash,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00060,CUST0022,2426.12,21/06/2023 13:00:00,mobile_payment,0.00,lindiwe,ntuli,l****@example.co.za,30/10/2024 01:22:00,656XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00061,CUST0007,8567.33,11/08/2024 20:00:00,mobile_payment,0.00,lebohang,gumede,l****@example.co.za,,315XXXXXXXXXXXXXXXXX,,Pretoria,South Africa
TXN00062,CUST0001,3215.85,15/10/2023 02:00:00,mobile_payment,0.00,sipho,ngcobo,s****@example.co.za,22/12/2024 00:00:00,542XXXXXXXXXXXXXXXXX,note_X,Polokwane,South Africa
TXN00063,CUST0022,9138.63,06/04/2023 11:00:00,mobile_payment,0.00,lindiwe,ntuli,l****@example.co.za,30/10/2024 01:22:00,656XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00064,CUST0012,9884.72,18/11/2023 02:00:00,cash,0.00,jabu,maponya,j****@example.co.za,07/07/2023 14:00:00,425XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00065,CUST0015,9650.00,19/10/2024 14:00:00,cash,0.00,sipho,ngcobo,s****@example.co.za,31/01/2025 11:00:00,634XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00066,CUST0016,9655.27,12/08/2024 05:00:00,bank_transfer,0.00,lebohang,zwane,l****@example.co.za,22/11/2023 06:00:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00067,CUST0027,1048.63,18/04/2025 22:00:00,mobile_payment,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00068,cust0003,5283.21,04/12/2025 21:00:00,mobile_payment,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00068,cust0003,5283.21,04/12/2025 21:00:00,mobile_payment,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00069,CUST0000,7238.32,17/03/2025 17:00:00,mobile_payment,1.00,kabelo,dlamini,k****@example.co.za,20/02/2023 13:00:00,332XXXXXXXXXXXXXXXXX,note_X,Port Elizabeth,South Africa
TXN00070,CUST0027,6565.07,19/05/2024 06:00:00,cash,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00071,CUST0002,4721.43,04/06/2025 07:00:00,bank_transfer,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00072,CUST0010,6251.43,01/11/2024 11:00:00,mobile_payment,0.00,themba,cele,t****@example.co.za,29/12/2022 16:00:00,430XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00073,CUST0020,849.14,14/11/2023 06:00:00,bank_transfer,0.00,kgomotso,msimang,k****@example.co.za,22/07/2023 06:46:00,727XXXXXXXXXXXXXXXXX,note_XX,Kimberley,South Africa
TXN00074,CUST0027,6759.86,19/08/2023 01:00:00,mobile_payment,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00075,cust0003,3200.78,16/11/2023 01:00:00,mobile_payment,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00075,cust0003,3200.78,16/11/2023 01:00:00,mobile_payment,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00076,CUST0027,5433.11,13/11/2024 00:00:00,card,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00077,CUST0007,6330.05,30/07/2024 06:00:00,bank_transfer,0.00,lebohang,gumede,l****@example.co.za,,315XXXXXXXXXXXXXXXXX,,Pretoria,South Africa
TXN00078,CUST0007,7480.33,24/11/2024 21:00:00,mobile_payment,0.00,lebohang,gumede,l****@example.co.za,,315XXXXXXXXXXXXXXXXX,,Pretoria,South Africa
TXN00079,cust0003,7615.68,29/01/2025 11:00:00,card,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00079,cust0003,7615.68,29/01/2025 11:00:00,card,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00080,CUST0014,1705.33,23/12/2024 01:00:00,bank_transfer,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00081,CUST0028,338.03,05/05/2025 14:00:00,bank_transfer,0.00,themba,ngcobo,t****@example.co.za,03/04/2023 04:00:00,749XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00082,CUST0025,608.39,07/04/2024 12:00:00,bank_transfer,0.00,lebohang,mabaso,l****@example.co.za,08/02/2021 06:00:00,716XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00083,CUST0011,4335.33,16/10/2023 19:00:00,cash,0.00,nokuthula,mahlangu,n****@example.co.za,21/03/2024 07:00:00,091XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00084,CUST0016,4149.91,06/05/2023 14:00:00,cash,0.00,lebohang,zwane,l****@example.co.za,22/11/2023 06:00:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00085,CUST0005,1791.94,18/06/2023 22:00:00,mobile_payment,0.00,mpho,ntuli,m****@example.co.za,09/01/2023 12:00:00,048XXXXXXXXXXXXXXXXX,note_X,Nelspruit,South Africa
TXN00086,CUST0019,6847.19,27/04/2025 17:00:00,mobile_payment,0.00,jabu,gumede,j****@example.co.za,07/08/2020 02:00:00,367XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00087,CUST0029,5852.41,19/10/2023 10:00:00,cash,0.00,palesa,mthembu,p****@example.co.za,17/08/2020 03:45:00,947XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00088,CUST0014,6397.15,13/02/2025 00:00:00,mobile_payment,0.00,tshepo,maponya,t****@example.co.za,20/08/2024 16:00:00,982XXXXXXXXXXXXXXXXX,note_XX,Bloemfontein,South Africa
TXN00089,CUST0008,6685.07,21/12/2024 15:00:00,mobile_payment,0.00,nokuthula,motsepe,n****@example.co.za,25/10/2024 09:00:00,763XXXXXXXXXXXXXXXXX,note_X,Pretoria,South Africa
TXN00090,CUST0028,2911.94,09/06/2023 05:00:00,cash,0.00,themba,ngcobo,t****@example.co.za,03/04/2023 04:00:00,749XXXXXXXXXXXXXXXXX,note_XX,Pretoria,South Africa
TXN00091,CUST0002,4445.21,09/12/2023 15:00:00,bank_transfer,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00092,CUST0018,3026.58,05/03/2024 14:00:00,mobile_payment,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00093,CUST0022,2538.48,07/06/2024 03:00:00,bank_transfer,0.00,lindiwe,ntuli,l****@example.co.za,30/10/2024 01:22:00,656XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00094,CUST0006,9993.77,09/08/2024 06:00:00,mobile_payment,0.00,mpho,mahlangu,m****@example.co.za,11/10/2024 21:00:00,911XXXXXXXXXXXXXXXXX,note_X,Pretoria,South Africa
TXN00095,cust0003,2410.20,23/07/2024 14:00:00,bank_transfer,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00095,cust0003,2410.20,23/07/2024 14:00:00,bank_transfer,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00096,CUST0018,2993.93,21/04/2025 01:00:00,bank_transfer,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00097,CUST0000,9780.55,25/11/2023 15:00:00,mobile_payment,0.00,kabelo,dlamini,k****@example.co.za,20/02/2023 13:00:00,332XXXXXXXXXXXXXXXXX,note_X,Port Elizabeth,South Africa
TXN00098,CUST0008,130.57,09/12/2023 05:00:00,card,0.00,nokuthula,motsepe,n****@example.co.za,25/10/2024 09:00:00,763XXXXXXXXXXXXXXXXX,note_X,Pretoria,South Africa
TXN00099,CUST0029,6083.74,18/07/2023 05:00:00,mobile_payment,0.00,palesa,mthembu,p****@example.co.za,17/08/2020 03:45:00,947XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00100,CUST0026,9046.35,12/07/2023 21:00:00,bank_transfer,0.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00101,CUST0024,7998.66,18/04/2025 18:00:00,bank_transfer,0.00,bongani,ngcobo,b****@example.co.za,15/09/2020 01:00:00,124XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00102,CUST0007,6384.35,02/06/2025 12:00:00,bank_transfer,0.00,lebohang,gumede,l****@example.co.za,,315XXXXXXXXXXXXXXXXX,,Pretoria,South Africa
TXN00103,CUST0021,7567.99,04/12/2025 13:00:00,cash,0.00,nomsa,nkosi,n****@example.co.za,24/09/2024 13:00:00,587XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00104,CUST0020,1016.78,04/11/2025 22:00:00,card,0.00,kgomotso,msimang,k****@example.co.za,22/07/2023 06:46:00,727XXXXXXXXXXXXXXXXX,note_XX,Kimberley,South Africa
TXN00105,CUST0009,7896.67,17/06/2023 02:00:00,card,0.00,naledi,nkosi,n****@example.co.za,24/07/2022 03:00:00,108XXXXXXXXXXXXXXXXX,note_X,Kimberley,South Africa
TXN00106,CUST0018,3680.37,28/09/2024 07:00:00,cash,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00107,CUST0002,9100.80,26/02/2025 12:00:00,bank_transfer,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00108,CUST0023,4184.26,11/08/2024 02:00:00,cash,0.00,zanele,pule,z****@example.co.za,18/03/2023 23:49:00,417XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00109,CUST0004,7875.80,01/03/2024 00:00:00,bank_transfer,0.00,zanele,sithole,z****@example.co.za,05/12/2021 23:00:00,871XXXXXXXXXXXXXXXXX,note_X,Durban,South Africa
TXN00110,CUST0016,5042.86,04/01/2025 17:00:00,bank_transfer,0.00,lebohang,zwane,l****@example.co.za,22/11/2023 06:00:00,501XXXXXXXXXXXXXXXXX,,Kimberley,South Africa
TXN00111,CUST0026,1687.22,23/09/2023 12:00:00,mobile_payment,0.00,nokuthula,zwane,n****@example.co.za,14/09/2024 13:00:00,752XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00112,cust0003,8074.56,22/11/2023 14:00:00,bank_transfer,1.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00112,cust0003,8074.56,22/11/2023 14:00:00,bank_transfer,1.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00113,CUST0025,1195.94,31/08/2024 12:00:00,card,0.00,lebohang,mabaso,l****@example.co.za,08/02/2021 06:00:00,716XXXXXXXXXXXXXXXXX,note_XX,Polokwane,South Africa
TXN00114,CUST0004,7553.81,20/07/2024 08:00:00,cash,0.00,zanele,sithole,z****@example.co.za,05/12/2021 23:00:00,871XXXXXXXXXXXXXXXXX,note_X,Durban,South Africa
TXN00115,CUST0027,6779.42,01/04/2024 15:00:00,mobile_payment,0.00,palesa,gumede,p****@example.co.za,14/03/2021 11:00:00,143XXXXXXXXXXXXXXXXX,note_XX,Johannesburg,South Africa
TXN00116,cust0003,8465.16,09/12/2024 23:00:00,bank_transfer,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00116,cust0003,8465.16,09/12/2024 23:00:00,bank_transfer,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00117,CUST0002,7917.29,22/11/2024 07:00:00,card,0.00,bongani,motsepe,b****@example.co.za,29/06/2020 01:00:00,034XXXXXXXXXXXXXXXXX,note_X,Cape Town,South Africa
TXN00118,CUST0008,5388.89,13/08/2023 01:00:00,mobile_payment,0.00,nokuthula,motsepe,n****@example.co.za,25/10/2024 09:00:00,763XXXXXXXXXXXXXXXXX,note_X,Pretoria,South Africa
TXN00119,CUST0011,6744.64,30/08/2023 00:00:00,bank_transfer,0.00,nokuthula,mahlangu,n****@example.co.za,21/03/2024 07:00:00,091XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00120,CUST0018,3841.20,15/03/2025 16:00:00,bank_transfer,0.00,mpho,ndlovu,m****@example.co.za,02/12/2021 04:55:00,957XXXXXXXXXXXXXXXXX,note_XX,Pietermaritzburg,South Africa
TXN00121,cust0003,6764.62,28/08/2023 13:00:00,mobile_payment,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
TXN00121,cust0003,6764.62,28/08/2023 13:00:00,mobile_payment,0.00,themba,mahlangu,t****@example.co.za,15/11/2021 13:00:00,030XXXXXXXXXXXXXXXXX,note_X,Bloemfontein,South Africa
